id,degree_name,description,start_date,end_date,study_type,is_verified,is_verified_degree_type,is_verified_school,created_by,created_at,updated_at,degree_type_id,school_id,resource_id
100,bachelor’s degree in mathematics and computer scie,"bachelor's degree in mathematics and computer science, providing a foundation in programming and computation from 2008 to 2011.",2008-01-01 01:00:00,2011-01-01 01:00:00,0,0,0,0,,2024-12-16 10:29:34,2024-12-16 10:29:34,2,105.0,42
101,embedded systems & digital services engineering,studied at national institute of posts and telecommunications with a focus on embedded systems & digital services engineering from 2020 to 2023.,2020-09-01 01:00:00,2023-06-01 01:00:00,0,0,0,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,8,106.0,43
102,physics and engineering sciences,"attended higher schools preparatory classes - reda slaoui, focusing on physics and engineering sciences from 2018 to 2020.",2018-09-01 01:00:00,2020-06-01 01:00:00,0,0,0,0,,2024-12-17 09:27:00,2024-12-17 09:27:00,5,107.0,43
103,phd in fake review detection with llms,"focused on detecting fake reviews using large language models. the study period from 2022 to 2026 at ensias included courses and projects around machine learning, deep learning, and natural language processing.",2022-01-01 00:00:00,2026-01-01 00:00:00,0,0,0,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,4,43.0,44
104,master's degree in data science and big data,"studied advanced techniques in data science, big data management, and machine learning at ensias from 2020 to 2022. gained proficiency in data analysis and handling large datasets.",2020-01-01 00:00:00,2022-01-01 00:00:00,0,0,0,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,3,43.0,44
105,bachelor's degree in software engineering,"completed bachelor's studies in software engineering at fst, errachidia in 2019-2020, focusing on software development, algorithms, and data structures.",2019-01-01 00:00:00,2020-01-01 00:00:00,0,0,0,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,2,108.0,44
106,diploma bts multimedia and web design,"focused on multimedia and web design, gaining skills in web development and design concepts, studied at the preparatory class for bts from 2017 to 2019.",2017-01-01 00:00:00,2019-01-01 00:00:00,0,0,0,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,6,109.0,44
107,scientific baccalaureate,"completed scientific baccalaureate at tafilalet high school in 2017, focusing on fundamental sciences and analytical skills.",2016-01-01 00:00:00,2017-01-01 00:00:00,0,0,0,0,,2024-12-17 10:36:00,2024-12-17 10:36:00,1,110.0,44
108,diplôme d’ingénieur en data engineering,"a étudié l'ingénierie des données à l'institut national des postes et télécommunications, axée sur les systèmes de gestion des données, l'analyse des données, et les infrastructures de cloud computing.",,,0,0,0,0,,2024-12-17 10:36:51,2024-12-17 10:36:51,8,111.0,45
109,"classes préparatoires aux grandes écoles, filière ","études préparatoires aux grandes écoles avec une spécialisation en mathématiques, physique et sciences de l'ingénieur, axées sur les méthodes quantitatives et analytiques.",,,0,0,0,0,,2024-12-17 10:36:51,2024-12-17 10:36:51,6,112.0,45
110,specialized master's degree in data science,"having recently graduated with a master's degree in data science. passionate about data and its transformative potential, i possess a strong background in data analysis, statistics, machine learning, and deep learning in across various industries.",2022-09-01 01:00:00,,0,0,0,0,,2024-12-18 09:52:50,2024-12-18 09:52:50,3,113.0,46
111,bachelor's degree in mathematic and computer scien,studied mathematics and computer sciences with a focus on programming and algorithm development.,2021-10-01 01:00:00,2022-07-01 01:00:00,0,0,0,0,,2024-12-18 09:52:50,2024-12-18 09:52:50,2,114.0,46
112,high school diploma in mathematics option a,completed high school with a focus on advanced mathematics courses.,2017-09-01 01:00:00,2018-06-01 01:00:00,0,0,0,0,,2024-12-18 09:52:50,2024-12-18 09:52:50,1,115.0,46
113,product owner certification,"certified as a product owner in project management from io4pm, enhancing skills in project management.",2021-01-01 00:00:00,2021-12-31 23:59:59,1,0,0,0,,2024-12-19 16:28:56,2024-12-19 16:28:56,5,116.0,47
114,scrum master certification,scrum master certified to enhance knowledge and application of agile methodologies.,2020-01-01 00:00:00,2020-12-31 23:59:59,1,0,0,0,,2024-12-19 16:28:56,2024-12-19 16:28:56,5,117.0,47
115,market finance certification,"certification in market finance from intec paris cnam, specializing in market finance products and tools.",2017-01-01 00:00:00,2017-12-31 23:59:59,0,0,0,0,,2024-12-19 16:28:56,2024-12-19 16:28:56,5,118.0,47
116,graduate engineer in computer sciences,"engineering degree in computer sciences from ensias-ensimag, focusing on computation, systems, and networks.",2008-09-01 00:00:00,2011-06-30 23:59:59,0,0,0,0,,2024-12-19 16:28:56,2024-12-19 16:28:56,8,119.0,47
117,preparatory classes to the french engineering scho,"preparatory classes in fès, morocco focused on mathematics and physics for french engineering schools.",2005-09-01 00:00:00,2008-06-30 23:59:59,0,0,0,0,,2024-12-19 16:28:56,2024-12-19 16:28:56,1,120.0,47
118,baccalaureate in mathematical sciences,"baccalaureate obtained in fès, morocco specializing in mathematical sciences.",2005-01-01 00:00:00,2005-12-31 23:59:59,0,0,0,0,,2024-12-19 16:28:56,2024-12-19 16:28:56,1,120.0,47
119,professional risk management certification,"certified in professional risk management with extensive experience using murex platforms in banking sectors including investment banking, asset management, and credit analysis.",2011-07-01 00:00:00,2011-07-31 00:00:00,0,0,0,0,,2024-12-22 15:36:58,2024-12-22 15:36:58,6,121.0,48
120,master's in computer science,"completed master's studies with focus on various it and computing concepts, software development, databases, and financial data analysis.",2000-06-01 00:00:00,,0,0,0,0,,2024-12-22 15:36:58,2024-12-22 15:36:58,3,122.0,48
121,finance major,"studied various financial models and principles, financial management, and analysis techniques.",1999-06-01 00:00:00,,0,0,0,0,,2024-12-22 15:36:59,2024-12-22 15:36:59,1,123.0,48
122,baccalauréat en sciences,concentration in mathematics and physics.,1993-06-01 00:00:00,,0,0,0,0,,2024-12-22 15:36:59,2024-12-22 15:36:59,1,124.0,48
123,bachelor in computer science,"studied computer science from 1997 to 2002, covering various models related to programming, networks, and software development.",1997-01-01 00:00:00,2002-01-01 00:00:00,0,0,0,0,,2024-12-22 15:37:31,2024-12-22 15:37:31,2,125.0,49
124,planning and management projects,"studied planning and management projects based on pmbok fifth edition in sao paulo, brazil with a focus on project management frameworks and methodologies.",2014-01-01 00:00:00,2015-01-01 00:00:00,0,0,0,0,,2024-12-22 15:37:31,2024-12-22 15:37:31,6,126.0,49
125,itil foundation v3,certification in itil foundation v3 focusing on it service management.,2015-01-01 00:00:00,2015-12-31 00:00:00,1,0,0,0,,2024-12-22 15:37:31,2024-12-22 15:37:31,5,127.0,49
126,certification amf,"certification amf (par le cnam), obtained in 2017.",,2017-01-01 00:00:00,0,0,0,0,,2024-12-22 15:41:09,2024-12-22 15:41:09,5,128.0,50
127,master m2 finances de marché et gestion des capita,master m2 finances de marché et gestion des capitaux at cnam-essec,,2008-01-01 00:00:00,0,0,0,0,,2024-12-22 15:41:09,2024-12-22 15:41:09,3,129.0,50
128,dess caae,"dess caae at iae montpellier, option systèmes d’information",,2000-01-01 00:00:00,0,0,0,0,,2024-12-22 15:41:09,2024-12-22 15:41:09,6,130.0,50
129,ecole des mines d’alès,graduated from ecole des mines d’alès,,1999-01-01 00:00:00,0,0,0,0,,2024-12-22 15:41:09,2024-12-22 15:41:09,8,131.0,50
130,"licence informatique, computer science",studies at university paris iv focused on database and system technologies.,1988-09-01 00:00:00,1988-09-01 00:00:00,0,0,0,0,,2024-12-22 15:49:49,2024-12-22 15:49:49,2,132.0,51
131,computer science engineer,"studies focused on computer science engineering covering software, databases, operating systems, development methodologies, and business analysis.",1989-01-01 00:00:00,1989-12-31 00:00:00,0,0,0,0,,2024-12-22 15:49:49,2024-12-22 15:49:49,8,133.0,52
132,master in economics with specialization in financi,master's degree program at faculdade de economia da universidade de coimbra taken between september 2019 and march 2021.,2019-09-01 00:00:00,2021-03-31 00:00:00,0,0,0,0,,2024-12-22 15:51:44,2024-12-22 15:51:44,3,134.0,53
133,bachelor degree,bachelor's degree at universidade da beira interior from september 2015 to july 2019.,2015-09-01 00:00:00,2019-07-31 00:00:00,0,0,0,0,,2024-12-22 15:51:44,2024-12-22 15:51:44,2,135.0,53
134,master 2 - international and corporate finance,"cours axés sur la finance de marché et la finance d’entreprises, parcours international: 80% des cours dispensés en anglais.",2009-09-01 01:00:00,2012-06-01 01:00:00,0,0,0,0,,2024-12-22 15:52:30,2024-12-22 15:52:30,3,136.0,54
135,business administration,"echange universitaire: 100% des cours dispensés en anglais, spécialisation: business administration, undergraduate level.",2010-09-01 01:00:00,2011-06-01 01:00:00,0,0,0,0,,2024-12-22 15:52:30,2024-12-22 15:52:30,2,137.0,54
136,classes préparatoires hec,preparatory classes for higher education.,2007-09-01 01:00:00,2009-06-01 01:00:00,0,0,0,0,,2024-12-22 15:52:30,2024-12-22 15:52:30,5,138.0,54
137,baccalauréat,secondary education diploma with mention assez bien.,,2007-06-01 01:00:00,0,0,0,0,,2024-12-22 15:52:30,2024-12-22 15:52:30,1,139.0,54
138,master's degree in computer science,"studied various models related to computer science, networks, ai, web development. courses included software development methodologies, database management, and network architecture.",2007-01-01 00:00:00,2011-01-01 00:00:00,0,0,0,0,,2024-12-22 15:54:39,2024-12-22 15:54:39,3,140.0,55
139,formation in finance,"formation in finance at cnam, paris",2006-01-01 00:00:00,,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,5,141.0,57
140,engineer in science computer,"engineer in science computer at enseirb, bordeaux",2000-01-01 00:00:00,2003-01-01 00:00:00,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,8,142.0,57
141,post-secondary preparation for engineering schools,post-secondary preparation for engineering schools in morocco,1998-01-01 00:00:00,2000-01-01 00:00:00,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,5,143.0,57
142,"a-level (baccalauréat), mathematic","a-level (baccalauréat) in mathematics, morocco",1998-01-01 00:00:00,,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,1,144.0,57
143,master 203 financial markets,"a master's degree focused on financial markets at université paris dauphine. courses likely included financial analysis, trading strategies, risk management, derivatives, and market regulations.",1999-09-01 01:00:00,2000-06-01 01:00:00,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,3,145.0,56
144,master of business administration,"master's degree in business administration from the university of south florida, likely covering topics such as management, finance, marketing, and strategic planning.",1998-09-01 01:00:00,1999-08-01 01:00:00,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,3,146.0,56
145,maîtrise de sciences et gestion,"a master's degree in sciences and management from université paris dauphine, with distinction.",1998-09-01 01:00:00,1999-08-01 01:00:00,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,3,145.0,56
146,baccalauréat scientifique,a scientific baccalaureate obtained from lycée bertholet with distinction.,1994-09-01 01:00:00,1995-05-01 01:00:00,0,0,0,0,,2024-12-22 15:55:44,2024-12-22 15:55:44,1,147.0,56
150,ingénieur école d'ingénieurs des technologies de l,"diplôme d'ingénieur en spécialité informatique des réseaux obtenu à l'efrei. formation théorique et pratique avec des spécialités en réseaux, programmation, et gestion de projet de 2000 à 2005.",2000-09-01 01:00:00,2005-10-01 01:00:00,0,0,0,0,,2024-12-22 15:57:23,2024-12-22 15:57:23,8,149.0,59
151,baccalauréat scientifique,baccalauréat scientifique obtenu au lycée de loches à tours en juin 2000.,,2000-06-01 01:00:00,0,0,0,0,,2024-12-22 15:57:23,2024-12-22 15:57:23,1,150.0,59
152,master in quantitative finance and risk management,"the program included quantitative methods, risk management strategies, and financial markets analysis. graduated in 2012 with a score of 106/110 (gpa 27.2/30).",2011-09-01 00:00:00,2012-06-01 00:00:00,0,0,0,0,,2024-12-22 15:57:57,2024-12-22 15:57:57,3,151.0,60
153,bachelor degree in business engineering,focused on business and engineering principles. achieved a perfect score of 110/110 cum laude (gpa 28.23/30). winner of the general electric healthcare scholarship.,2007-09-01 00:00:00,2011-06-01 00:00:00,0,0,0,0,,2024-12-22 15:57:58,2024-12-22 15:57:58,2,152.0,60
154,high school degree in scientific studies,"completed with distinction, achieving a final mark of 100/100. awarded the bronze medal at the national round of the italian mathematical olympics.",2002-09-01 00:00:00,2007-06-01 00:00:00,0,0,0,0,,2024-12-22 15:57:58,2024-12-22 15:57:58,1,153.0,60
157,msc financial mathematics,"stochastic calculus, monte carlo methods in finance, numerical methods for pde in finance, tree methods in finance, pricing and hedging derivatives, risk management, coding, modelling and programming courses: advance c++, vba for finance.",2009-09-01 00:00:00,2010-09-01 00:00:00,0,0,0,0,,2024-12-22 15:59:09,2024-12-22 15:59:09,3,156.0,62
158,msc quantitative finance,"options pricing with the stochastic volatility model of heston, short yield curve reconstitution by vasicek model, options pricing with black & scholes model.",2009-09-01 00:00:00,2010-09-01 00:00:00,0,0,0,0,,2024-12-22 15:59:09,2024-12-22 15:59:09,3,157.0,62
159,master of mathematics,"advanced probability, applied statistics, partial differential equations, stochastic calculus and computing apply to mathematics.",2008-09-01 00:00:00,2009-09-01 00:00:00,0,0,0,0,,2024-12-22 15:59:09,2024-12-22 15:59:09,3,158.0,62
160,bachelor of mathematics and computing science,studies in mathematics and computing science,2005-09-01 00:00:00,2008-09-01 00:00:00,0,0,0,0,,2024-12-22 15:59:09,2024-12-22 15:59:09,2,159.0,62
161,financial engineering,financial engineering degree at cy tech - cy cergy paris université,2004-09-01 01:00:00,2008-06-01 01:00:00,0,0,0,0,,2024-12-22 16:00:34,2024-12-22 16:00:34,8,160.0,63
162,i.t project management,"studies, data extractions, info-center for marketing, financial and customer service departments. setting in network of the information technology infrastructure on windows nt and lotus notes et lotus domino intranet setup. c application development to transmit credit card transactions to the bank (natwest).",,,0,0,0,0,,2024-12-22 16:01:32,2024-12-22 16:01:32,6,161.0,64
163,master's in financial engineering and modeling,"options theory, structured products, project management, stochastic processes, quantitative analysis, risk management, derivatives pricing, banking regulation, asset management, vba, sql...",2018-09-09 01:00:00,2020-09-09 01:00:00,0,0,0,0,,2024-12-22 16:03:12,2024-12-22 16:03:12,3,162.0,65
164,bachelor's in applied mathematics to economics and,"linear algebra, function analysis, mechanics of particles, c language, econometrics, micro/macroeconomics, international trade, financial theory, probability and statistics, accounting",2015-09-09 01:00:00,2018-09-09 01:00:00,0,0,0,0,,2024-12-22 16:03:12,2024-12-22 16:03:12,2,162.0,65
165,master en systèmes distribués et technologies de l,"études sur les systèmes distribués et la science des données. compétences acquises : murex, sql, xml, java.",,,0,0,0,0,,2024-12-22 16:04:00,2024-12-22 16:04:00,3,161.0,66
166,certificate in quantitative finance,"quantitative finance & risk & return, equities & currencies & fixed income & commodities, credit products & risk, python for quantitative finance, data science and machine learning. final projects: predicting short-term equity returns utilizing long short-term memory (lstm) networks",,,0,0,0,0,,2024-12-22 16:05:30,2024-12-22 16:05:30,5,163.0,67
167,telecommunication engineering,"networking and distributed systems option, focusing on telecommunication systems.",,,0,0,0,0,,2024-12-22 16:05:30,2024-12-22 16:05:30,8,164.0,67
168,diplôme d’ingénieur d’etat en génie informatique,"etudes en génie informatique couvrant divers aspects de l'informatique, des réseaux et du développement",2011-09-01 00:00:00,2014-06-30 00:00:00,0,0,0,0,,2024-12-22 16:06:16,2024-12-22 16:06:16,7,165.0,68
169,diplôme universitaire de technologie en génie info,formation en génie informatique axée sur les bases de l'informatique et les technologies de l'information,2009-09-01 00:00:00,2011-06-30 00:00:00,0,0,0,0,,2024-12-22 16:06:16,2024-12-22 16:06:16,2,166.0,68
170,baccalauréat en sciences mathématiques,formation générale en mathématiques et sciences,,2009-06-30 00:00:00,0,0,0,0,,2024-12-22 16:06:16,2024-12-22 16:06:16,1,,68
171,master's degree computer science,"master’s degree computer science – university of evry – paris, france",,2009-01-01 01:00:00,0,0,0,0,,2024-12-22 16:07:30,2024-12-22 16:07:30,3,157.0,69
172,diplôme d'ingénieur en génie industriel spécialisé,"étude approfondie des principes de la chaîne d'approvisionnement, avec des cours sur la logistique, la qualité industrielle et l'organisation, compétences acquises en analyse fonctionnelle et gestion de projet, avec une méthode agile et cycle en v.",2015-09-01 00:00:00,2018-06-30 00:00:00,0,0,0,0,,2024-12-22 16:08:12,2024-12-22 16:08:12,8,167.0,70
173,dut en qualité logistique industrielle et organisa,"formation axée sur la logistique industrielle, la qualité et l'organisation des entreprises, avec des compétences développées en rédaction des spécifications et analyse des besoins.",2013-09-01 00:00:00,2015-06-30 00:00:00,0,0,0,0,,2024-12-22 16:08:12,2024-12-22 16:08:12,6,168.0,70
174,biomedical engineering,"studied bio-engineering at esgb - mohammed vi university of health sciences. courses included scientific research, medical imaging, and engineering principles.",,,0,0,0,0,,2024-12-22 17:34:35,2024-12-22 17:34:35,8,169.0,71
175,preparatory classes,"completed psi preparatory classes at okba ibn nafea center, focusing on advanced mathematics and science",,,0,0,0,0,,2024-12-22 17:34:35,2024-12-22 17:34:35,5,170.0,71
179,Master of science,,2001-01-01 00:00:00,2001-12-31 00:00:00,0,0,0,0,,2024-12-26 15:03:09,2024-12-26 15:03:09,3,173.0,61
180,Engineer,,1997-01-01 00:00:00,2000-12-31 00:00:00,0,0,0,0,,2024-12-26 15:03:09,2024-12-26 15:03:09,8,174.0,61
181,Master en big data & cloud computing,,2018-01-01 00:00:00,2020-01-01 00:00:00,0,0,0,0,,2024-12-26 15:11:51,2024-12-26 15:11:51,3,175.0,72
182,Licence en sciences mathématique et informatique,,2014-01-01 00:00:00,2018-01-01 00:00:00,0,0,0,0,,2024-12-26 15:11:51,2024-12-26 15:11:51,2,175.0,72
183,Baccalauréat en science mathématique,,2013-01-01 00:00:00,2014-01-01 00:00:00,0,0,0,0,,2024-12-26 15:11:51,2024-12-26 15:11:51,1,176.0,72
184,Specializing school in banking,"Specializing School in Banking from the University of Siena, Italy.",,,0,0,0,0,,2025-01-08 15:45:03,2025-01-08 15:45:03,6,178.0,74
185,Bachelor in banking economics,"Bachelor in Banking Economics from the University of Siena, Italy.",,,0,0,0,0,,2025-01-08 15:45:03,2025-01-08 15:45:03,2,178.0,74
186,Master's degree (computer sciences applied to business administration),"Main courses: data analysis, information systems, project management",,2005-01-01 00:00:00,0,0,0,0,,2025-01-08 15:55:25,2025-01-08 15:55:25,3,177.0,73
187,Bachelor's degree (computer sciences applied to business administration),"Main courses: accounting, finance, information systems, supply chain management, marketing",,2003-01-01 00:00:00,0,0,0,0,,2025-01-08 15:55:25,2025-01-08 15:55:25,2,179.0,73
188,General academic studies degree (maths applied in social sciences),"Main courses: maths, microeconomics, macroeconomics, computer sciences",,2002-01-01 00:00:00,0,0,0,0,,2025-01-08 15:55:26,2025-01-08 15:55:26,5,180.0,73
192,Dess finance and international tax,Master degree,2001-01-01 00:00:00,2001-12-31 00:00:00,0,0,0,0,,2025-01-09 16:10:07,2025-01-09 16:10:07,3,,58
193,D.u university diploma of economic intelligence,,2001-01-01 00:00:00,2001-12-31 00:00:00,0,0,0,0,,2025-01-09 16:10:07,2025-01-09 16:10:07,5,,58
194,Génie du traitement de l’information,,2004-01-01 00:00:00,2004-12-31 00:00:00,0,0,0,0,,2025-01-09 16:10:07,2025-01-09 16:10:07,3,,58
195,Master's degree in fintech,,2007-09-01 00:00:00,2011-06-30 00:00:00,0,0,0,0,,2025-01-10 14:01:19,2025-01-10 14:01:19,3,181.0,75
196,First year of master’s degree in finance,,2008-09-01 00:00:00,2009-06-30 00:00:00,0,0,0,0,,2025-01-10 14:01:20,2025-01-10 14:01:20,3,182.0,75
197,Erasmus exchange program in finance,,2009-01-01 00:00:00,2009-06-30 00:00:00,1,0,0,0,,2025-01-10 14:01:21,2025-01-10 14:01:21,6,183.0,75
198,Bachelor in management,,2007-09-01 00:00:00,2008-06-30 00:00:00,0,0,0,0,,2025-01-10 14:01:21,2025-01-10 14:01:21,2,182.0,75
199,Baccalauréat in mathematics,Baccalauréat in Mathematics obtained with Honours,,2004-06-30 00:00:00,0,0,0,0,,2025-01-10 14:01:21,2025-01-10 14:01:21,1,184.0,75
200,Master degree in asset and risk management,"Main topics: Asset management; Risk management; Derivatives product management; Financial programming using VBA, ACCESS, EXCEL, SAS, GAUSS; Financial Mathematics (Derivatives, option pricing)",2006-09-01 00:00:00,2007-06-30 00:00:00,0,0,0,0,,2025-01-17 11:04:00,2025-01-17 11:04:00,3,185.0,76
201,Master 1 in finance (equivalent ms),,2005-09-01 00:00:00,2006-06-30 00:00:00,0,0,0,0,,2025-01-17 11:04:00,2025-01-17 11:04:00,3,185.0,76
202,Licence in economics and finance,,2003-09-01 00:00:00,2004-06-30 00:00:00,0,0,0,0,,2025-01-17 11:04:01,2025-01-17 11:04:01,2,186.0,76
203,Deug in economics and management,Awarded after two years of University study,2000-09-01 00:00:00,2001-06-30 00:00:00,0,0,0,0,,2025-01-17 11:04:01,2025-01-17 11:04:01,2,185.0,76
204,Baccalauréat,High school diploma,1998-09-01 00:00:00,1999-06-30 00:00:00,0,0,0,0,,2025-01-17 11:04:01,2025-01-17 11:04:01,1,187.0,76
205,Bachelor of engineering,,,,0,0,0,0,,2025-01-17 11:07:01,2025-01-17 11:07:01,2,188.0,77
206,Diplôme d’ingénieur,Diplôme d’ingénieur de l’Institut d’Ingénierie Informatique de Limoges (3IL France).,,,0,0,0,0,,2025-01-17 23:29:19,2025-01-17 23:29:19,8,189.0,78
210,Cycle d’ingénieur d’état filière informatique et réseaux,"École marocaine des sciences de l'ingénieur (EMSI), Rabat",2022-01-01 00:00:00,2025-01-01 00:00:00,0,0,0,0,,2025-02-28 17:11:02,2025-02-28 17:11:02,7,7.0,79
211,Lst filière mathématiques appliquées,"Faculté des Sciences et Techniques (FST), Mohammedia",2017-01-01 00:00:00,2021-01-01 00:00:00,0,0,0,0,,2025-02-28 17:11:03,2025-02-28 17:11:03,2,20.0,79
212,Baccalauréat sciences physiques option français,"Lycée Newton, Mohammedia",2016-01-01 00:00:00,2017-01-01 00:00:00,0,0,0,0,,2025-02-28 17:11:03,2025-02-28 17:11:03,1,192.0,79
